number,value,datetime_start,datetime_complete,duration,params_contrastive_weight,params_d_ff,params_d_model,params_e_layers,params_learning_rate,params_window_size,state
32,1.2969714403152466,2025-06-16 17:41:06.307110,2025-06-16 17:43:59.825824,0 days 00:02:53.518714,0.008581060993449545,256,256,3,5.2499563058137814e-05,1,COMPLETE
33,1.2867035865783691,2025-06-16 17:43:59.846165,2025-06-16 17:46:51.741784,0 days 00:02:51.895619,0.00343258092117773,256,256,3,7.153361358518466e-05,1,COMPLETE
34,1.2871211767196655,2025-06-16 17:46:51.761520,2025-06-16 17:49:38.307996,0 days 00:02:46.546476,0.003331212859653813,256,256,3,6.73038259184653e-05,1,COMPLETE
35,1.2853609323501587,2025-06-16 17:49:38.327171,2025-06-16 17:52:27.569736,0 days 00:02:49.242565,0.0030014837585476007,256,256,3,6.827835389760577e-05,1,COMPLETE
36,1.286535382270813,2025-06-16 17:52:27.589161,2025-06-16 17:55:17.526830,0 days 00:02:49.937669,0.003478895297238929,256,256,3,7.280148744717602e-05,1,COMPLETE
37,1.5129289627075195,2025-06-16 17:55:17.547541,2025-06-16 17:57:55.672373,0 days 00:02:38.124832,0.002583096444447688,256,512,3,8.142999643498821e-05,1,COMPLETE
38,1.2793747186660767,2025-06-16 17:57:55.692472,2025-06-16 18:01:18.251489,0 days 00:03:22.559017,0.003965774208541634,256,256,3,0.00011136541392319276,1,COMPLETE
39,1.4825947284698486,2025-06-16 18:01:18.271643,2025-06-16 18:03:47.511497,0 days 00:02:29.239854,0.0018091787890407215,256,512,3,0.00010111449336373139,6,COMPLETE
40,1.2691282033920288,2025-06-16 18:03:47.532154,2025-06-16 18:07:12.536315,0 days 00:03:25.004161,0.014736552801458311,256,256,3,0.0001246794546068834,1,COMPLETE
41,1.268255591392517,2025-06-16 18:07:12.557072,2025-06-16 18:10:36.546615,0 days 00:03:23.989543,0.015720564666392205,256,256,3,0.00012468309756146203,1,COMPLETE
42,1.2708743810653687,2025-06-16 18:10:36.566753,2025-06-16 18:14:00.547437,0 days 00:03:23.980684,0.013391674888505926,256,256,3,0.00012598699996396251,1,COMPLETE
43,1.379678726196289,2025-06-16 18:14:00.566856,2025-06-16 18:16:05.752156,0 days 00:02:05.185300,0.014705052080184241,256,256,3,0.00012517369318765662,9,COMPLETE
44,1.4411430358886719,2025-06-16 18:16:05.772533,2025-06-16 18:19:05.868365,0 days 00:03:00.095832,0.014509529378393064,256,256,4,0.0001259378775606873,5,COMPLETE
45,1.479008674621582,2025-06-16 18:19:05.888376,2025-06-16 18:21:27.382621,0 days 00:02:21.494245,0.043669006541247495,256,256,3,0.00019411590953507992,10,COMPLETE
46,1.2702438831329346,2025-06-16 18:21:27.402745,2025-06-16 18:24:51.120275,0 days 00:03:23.717530,0.011326617544092976,256,256,3,0.00017179510984448751,1,COMPLETE
47,1.6437194347381592,2025-06-16 18:24:51.140136,2025-06-16 18:28:03.720880,0 days 00:03:12.580744,0.022944748446799543,256,512,4,0.00015681133082319572,2,COMPLETE
48,1.331127405166626,2025-06-16 18:28:03.741225,2025-06-16 18:30:16.812115,0 days 00:02:13.070890,0.012267680792683098,256,256,3,0.00024297722928548542,12,COMPLETE
49,1.4071050882339478,2025-06-16 18:30:16.832152,2025-06-16 18:32:57.019084,0 days 00:02:40.186932,0.02466873667639485,256,256,3,0.00018108449712019012,8,COMPLETE
50,1.4016942977905273,2025-06-16 18:32:57.039258,2025-06-16 18:35:25.847535,0 days 00:02:28.808277,0.009949280171875574,256,256,3,0.00014373101876313435,7,COMPLETE
51,1.270318627357483,2025-06-16 18:35:25.868073,2025-06-16 18:38:50.179063,0 days 00:03:24.310990,0.017663941586305704,256,256,3,0.0001129739413868361,1,COMPLETE
52,1.2839874029159546,2025-06-16 18:38:50.200028,2025-06-16 18:42:15.901265,0 days 00:03:25.701237,0.02944176280121422,256,256,3,8.897913796609034e-05,1,COMPLETE
53,1.2651795148849487,2025-06-16 18:42:15.921476,2025-06-16 18:45:42.053129,0 days 00:03:26.131653,0.01833456109652195,256,256,3,0.00013375770432392189,1,COMPLETE
54,1.2657597064971924,2025-06-16 18:45:42.074206,2025-06-16 18:49:07.269980,0 days 00:03:25.195774,0.017771331863608904,256,256,3,0.0001426700001435904,1,COMPLETE
55,1.4678186178207397,2025-06-16 18:49:07.290271,2025-06-16 18:52:20.765601,0 days 00:03:13.475330,0.04956861827379513,256,256,4,0.00025687328795737617,4,COMPLETE
56,1.2649778127670288,2025-06-16 18:52:20.786275,2025-06-16 18:55:42.250026,0 days 00:03:21.463751,0.018380754329327773,256,256,3,0.0001430294533221684,1,COMPLETE
57,1.3475371599197388,2025-06-16 18:55:42.271183,2025-06-16 18:57:46.799590,0 days 00:02:04.528407,0.018086548914876332,256,256,3,0.00013698750886907614,6,COMPLETE
58,1.3669860363006592,2025-06-16 18:57:46.820028,2025-06-16 18:59:54.704363,0 days 00:02:07.884335,0.03583802167778255,256,512,3,0.00029723157089727066,9,COMPLETE
59,1.3674020767211914,2025-06-16 18:59:54.723961,2025-06-16 19:02:32.245220,0 days 00:02:37.521259,0.03127783086549015,256,256,4,0.00021003783823069145,11,COMPLETE
60,1.483965277671814,2025-06-16 19:02:32.265488,2025-06-16 19:05:13.370595,0 days 00:02:41.105107,0.024651049171309464,256,256,3,8.927496485691034e-05,10,COMPLETE
61,1.271535873413086,2025-06-16 19:05:13.390509,2025-06-16 19:08:37.171211,0 days 00:03:23.780702,0.01075510465772202,256,256,3,0.00016712739388529546,1,COMPLETE
62,1.262419581413269,2025-06-16 19:08:37.191223,2025-06-16 19:12:00.795499,0 days 00:03:23.604276,0.01791503193366663,256,256,3,0.00017760231538214435,1,COMPLETE
63,1.265504002571106,2025-06-16 19:12:00.815616,2025-06-16 19:15:25.880399,0 days 00:03:25.064783,0.017984054685826045,256,256,3,0.0001497057921480513,1,COMPLETE
64,1.2678673267364502,2025-06-16 19:15:25.900784,2025-06-16 19:18:50.395812,0 days 00:03:24.495028,0.0012589829448127665,256,256,3,0.00015329920580494825,1,COMPLETE
65,1.3386170864105225,2025-06-16 19:18:50.416362,2025-06-16 19:21:03.781517,0 days 00:02:13.365155,0.0012373156482522272,256,256,3,0.0001497783054321163,2,COMPLETE
66,1.3401528596878052,2025-06-16 19:21:03.802157,2025-06-16 19:23:16.233056,0 days 00:02:12.430899,0.001013439389961709,256,256,3,0.00018951687409672467,12,COMPLETE
67,1.5063308477401733,2025-06-16 19:23:16.252623,2025-06-16 19:25:12.470626,0 days 00:01:56.218003,0.0018382660091606964,512,256,3,0.00023212208107221266,5,COMPLETE
68,1.2782282829284668,2025-06-16 19:25:12.491002,2025-06-16 19:27:28.747435,0 days 00:02:16.256433,0.02104215621507596,256,256,2,0.00030204294643475677,1,COMPLETE
69,1.356506109237671,2025-06-16 19:27:28.767781,2025-06-16 19:30:32.852155,0 days 00:03:04.084374,0.0007457371788335215,256,256,3,0.00021348212444915674,8,COMPLETE
70,1.3137317895889282,2025-06-16 19:30:32.872886,2025-06-16 19:32:39.003502,0 days 00:02:06.130616,0.0016724037658298746,512,256,3,0.00015933349905129123,1,COMPLETE
71,1.2700135707855225,2025-06-16 19:32:39.023249,2025-06-16 19:36:03.850323,0 days 00:03:24.827074,0.01747774546785612,256,256,3,0.00011362130210081388,1,COMPLETE
72,1.2776474952697754,2025-06-16 19:36:03.870701,2025-06-16 19:39:27.212165,0 days 00:03:23.341464,0.00689122297780344,256,256,3,0.00013737357086044826,1,COMPLETE
73,1.27583646774292,2025-06-16 19:39:27.232609,2025-06-16 19:42:52.902397,0 days 00:03:25.669788,0.008429410276503306,256,256,3,0.0001395662612081389,1,COMPLETE
74,1.292575478553772,2025-06-16 19:42:52.922975,2025-06-16 19:46:23.213377,0 days 00:03:30.290402,0.004580660138152989,256,256,3,0.0001797669088919403,1,COMPLETE
75,1.2803044319152832,2025-06-16 19:46:23.233665,2025-06-16 19:49:03.074874,0 days 00:02:39.841209,0.0274093648030937,256,256,2,0.00010822847934084373,1,COMPLETE
76,1.42340886592865,2025-06-16 19:49:03.095327,2025-06-16 19:51:05.630864,0 days 00:02:02.535537,0.0013462243419994787,256,512,3,0.00020049177825843455,7,COMPLETE
77,1.3669779300689697,2025-06-16 19:51:05.651731,2025-06-16 19:53:47.405290,0 days 00:02:41.753559,0.019368979039342444,512,256,3,9.453876625183845e-05,4,COMPLETE
78,1.2671617269515991,2025-06-16 19:53:47.425454,2025-06-16 19:56:07.219121,0 days 00:02:19.793667,0.002134603090638421,256,256,2,0.0001656772734561975,1,COMPLETE
79,1.2816787958145142,2025-06-16 19:56:07.239647,2025-06-16 19:58:26.245837,0 days 00:02:19.006190,0.002266834615487735,256,256,2,0.00022700954279337204,1,COMPLETE
80,1.2674610614776611,2025-06-16 19:58:26.266386,2025-06-16 20:01:01.206243,0 days 00:02:34.939857,0.002661383716841364,512,256,2,0.0002733594107282717,1,COMPLETE
81,1.2424908876419067,2025-06-16 20:01:01.227000,2025-06-16 20:03:34.713358,0 days 00:02:33.486358,0.0011696350682114701,512,256,2,0.00026829827790543953,1,COMPLETE
82,1.2679615020751953,2025-06-16 20:03:34.733099,2025-06-16 20:06:06.384500,0 days 00:02:31.651401,0.0027339945016955094,512,256,2,0.0002743475194826438,1,COMPLETE
83,1.350814700126648,2025-06-16 20:06:06.404364,2025-06-16 20:07:48.747191,0 days 00:01:42.342827,0.002159928391229246,512,256,2,0.00033365003535245155,11,COMPLETE
84,1.2769978046417236,2025-06-16 20:07:48.767693,2025-06-16 20:10:22.658772,0 days 00:02:33.891079,0.0010478918760839636,512,256,2,0.00040215316539369693,1,COMPLETE
85,1.2463573217391968,2025-06-16 20:10:22.679032,2025-06-16 20:13:02.019784,0 days 00:02:39.340752,0.0014845073822627728,512,256,2,0.0002555094108441123,1,COMPLETE
86,1.3535624742507935,2025-06-16 20:13:02.039868,2025-06-16 20:14:58.330040,0 days 00:01:56.290172,0.0008458050120201309,512,256,2,0.00024976855662221337,6,COMPLETE
87,1.2469412088394165,2025-06-16 20:14:58.350125,2025-06-16 20:17:32.741939,0 days 00:02:34.391814,0.0015494933012372809,512,256,2,0.00017024842114974644,1,COMPLETE
88,1.2727116346359253,2025-06-16 20:17:32.761914,2025-06-16 20:19:23.274026,0 days 00:01:50.512112,0.001517485626036129,512,512,2,0.00032463040561153737,9,COMPLETE
89,1.2328693866729736,2025-06-16 20:19:23.294278,2025-06-16 20:21:26.223999,0 days 00:02:02.929721,0.0006328884918912692,512,256,2,0.00017941631666346366,1,COMPLETE
90,1.38973867893219,2025-06-16 20:21:26.244182,2025-06-16 20:23:24.242654,0 days 00:01:57.998472,0.0005679344058320593,512,256,2,0.00018062612985222403,10,COMPLETE
91,1.2386505603790283,2025-06-16 20:23:24.262899,2025-06-16 20:25:57.041596,0 days 00:02:32.778697,0.00040997876258926194,512,256,2,0.00022029976291258388,1,COMPLETE
92,1.2541135549545288,2025-06-16 20:25:57.061671,2025-06-16 20:28:28.651460,0 days 00:02:31.589789,0.0002700065354266613,512,256,2,0.0002749305629591899,1,COMPLETE
93,1.2543392181396484,2025-06-16 20:28:28.671937,2025-06-16 20:31:06.598415,0 days 00:02:37.926478,0.0002702245342468523,512,256,2,0.0002755182987201945,1,COMPLETE
94,1.2493268251419067,2025-06-16 20:31:06.618029,2025-06-16 20:33:42.053952,0 days 00:02:35.435923,0.00023789269506544603,512,256,2,0.0003694014423449268,1,COMPLETE
95,1.4797465801239014,2025-06-16 20:33:42.073542,2025-06-16 20:35:53.022958,0 days 00:02:10.949416,0.00022518995969311883,512,256,2,0.00036490824414380727,2,COMPLETE
96,1.2462656497955322,2025-06-16 20:35:53.043326,2025-06-16 20:38:27.651303,0 days 00:02:34.607977,0.00015349432932127756,512,256,2,0.00026928414777367606,1,COMPLETE
97,1.5220268964767456,2025-06-16 20:38:27.670936,2025-06-16 20:40:31.580131,0 days 00:02:03.909195,0.00015427655340303345,512,256,2,0.00027184848232164567,5,COMPLETE
98,1.4076976776123047,2025-06-16 20:40:31.600606,2025-06-16 20:42:28.606020,0 days 00:01:57.005414,0.0002835738117610131,512,256,2,0.000240530047435579,12,COMPLETE
99,1.3376781940460205,2025-06-16 20:42:28.626144,2025-06-16 20:44:24.562341,0 days 00:01:55.936197,0.00042933786338908246,512,256,2,0.0003616106311794598,8,COMPLETE
